country,iso2c,iso3c,year,GDP_pc
France,FR,FRA,1990,28617.4435701151
France,FR,FRA,1989,27938.4697567247
France,FR,FRA,1988,26912.1812064054
France,FR,FRA,1987,25830.2389767847
France,FR,FRA,1986,25319.3150945387
France,FR,FRA,1985,24870.505820141
France,FR,FRA,1984,24600.9923558634
France,FR,FRA,1983,24356.6592918128
France,FR,FRA,1982,24187.0947668643
France,FR,FRA,1981,23733.5935655434
France,FR,FRA,1980,23618.3996174718
France,FR,FRA,1979,23378.2949932212
France,FR,FRA,1978,22687.6115069004
France,FR,FRA,1977,21925.8324016685
France,FR,FRA,1976,21291.988987842
France,FR,FRA,1975,20498.348081584
France,FR,FRA,1974,20813.444898838
France,FR,FRA,1973,20091.194013856
France,FR,FRA,1972,19041.7683954921
France,FR,FRA,1971,18377.8474151104
France,FR,FRA,1970,17605.6389691523
France,FR,FRA,1969,16738.1676626458
France,FR,FRA,1968,15767.2833368207
France,FR,FRA,1967,15234.3646960717
France,FR,FRA,1966,14670.5005053054
France,FR,FRA,1965,14089.584548366
France,FR,FRA,1964,13587.6716700526
France,FR,FRA,1963,12884.0170413058
France,FR,FRA,1962,12257.7593043478
France,FR,FRA,1961,11598.6795279916
France,FR,FRA,1960,11169.6472407002
Greece,GR,GRC,2021,18907.8491448015
Greece,GR,GRC,2020,17343.6099878902
Greece,GR,GRC,2019,19018.9021220823
Greece,GR,GRC,2018,18647.4957207515
Greece,GR,GRC,2017,18304.3076770645
Greece,GR,GRC,2016,18070.7807322854
Greece,GR,GRC,2015,18083.8779056547
Greece,GR,GRC,2014,18000.4184639065
Greece,GR,GRC,2013,17796.2576680722
Greece,GR,GRC,2012,18123.6710971914
Greece,GR,GRC,2011,19400.8077326583
Greece,GR,GRC,2010,21560.3533533658
Greece,GR,GRC,2009,22839.3475325728
Greece,GR,GRC,2008,23928.6057241782
Greece,GR,GRC,2007,24072.8961576219
Greece,GR,GRC,2006,23369.2517158341
Greece,GR,GRC,2005,22185.5206802753
Greece,GR,GRC,2004,22118.1557970506
Greece,GR,GRC,2003,21104.832913793
Greece,GR,GRC,2002,19996.5518133575
Greece,GR,GRC,2001,19312.3868295662
Greece,GR,GRC,2000,18642.8020738579
Greece,GR,GRC,1999,18013.1412714363
Greece,GR,GRC,1998,17543.3138315666
Greece,GR,GRC,1997,16979.476405287
Greece,GR,GRC,1996,16331.1176711674
Greece,GR,GRC,1995,15946.8242449648
Greece,GR,GRC,1994,15692.0133830122
Greece,GR,GRC,1993,15461.5498278134
Greece,GR,GRC,1992,15805.6629238098
Greece,GR,GRC,1991,15816.1488966121
Greece,GR,GRC,1990,15525.8414521802
Greece,GR,GRC,1989,15690.946756009
Greece,GR,GRC,1988,15195.6108487446
Greece,GR,GRC,1987,14623.850847543
Greece,GR,GRC,1986,15011.9277135902
Greece,GR,GRC,1985,14984.0966193152
Greece,GR,GRC,1984,14674.1355077884
Greece,GR,GRC,1983,14456.7534308793
Greece,GR,GRC,1982,14699.6508220897
Greece,GR,GRC,1981,14959.9924488746
Greece,GR,GRC,1980,15332.9607011716
Greece,GR,GRC,1979,15380.1623472816
Greece,GR,GRC,1978,15078.2272597164
Greece,GR,GRC,1977,14242.8455926406
Greece,GR,GRC,1976,14017.1274629942
Greece,GR,GRC,1975,13323.622021873
Greece,GR,GRC,1974,12644.2398272488
Greece,GR,GRC,1973,13564.1737836453
Greece,GR,GRC,1972,12605.803850874
Greece,GR,GRC,1971,11517.7883984607
Greece,GR,GRC,1970,10726.7618683719
Greece,GR,GRC,1969,9903.04739387073
Greece,GR,GRC,1968,8909.08449498237
Greece,GR,GRC,1967,8364.66312395018
Greece,GR,GRC,1966,7980.60482744045
Greece,GR,GRC,1965,7549.40736621994
Greece,GR,GRC,1964,6847.4691017883
Greece,GR,GRC,1963,6281.29445901076
Greece,GR,GRC,1962,5636.94576745113
Greece,GR,GRC,1961,5650.01778015424
Greece,GR,GRC,1960,5030.74356154496
Croatia,HR,HRV,2021,15166.41328825
Croatia,HR,HRV,2020,12920.3443843408
Croatia,HR,HRV,2019,14071.9114694775
Croatia,HR,HRV,2018,13531.2435029842
Croatia,HR,HRV,2017,13045.5193626136
Croatia,HR,HRV,2016,12464.4835228917
Croatia,HR,HRV,2015,11952.3111753908
Croatia,HR,HRV,2014,11562.5750919826
Croatia,HR,HRV,2013,11565.2280592202
Croatia,HR,HRV,2012,11579.1276366176
Croatia,HR,HRV,2011,11819.377265251
Croatia,HR,HRV,2010,11788.8503191383
Croatia,HR,HRV,2009,11907.8670352057
Croatia,HR,HRV,2008,12817.378074954
Croatia,HR,HRV,2007,12564.3346357853
Croatia,HR,HRV,2006,11963.2916296618
Croatia,HR,HRV,2005,11408.5760540598
Croatia,HR,HRV,2004,10956.223307142
Croatia,HR,HRV,2003,10522.174682112
Croatia,HR,HRV,2002,9970.44171500607
Croatia,HR,HRV,2001,9432.65857833887
Croatia,HR,HRV,2000,8805.85839996229
Croatia,HR,HRV,1999,8476.6445905627
Croatia,HR,HRV,1998,8503.55138868285
Croatia,HR,HRV,1997,8305.22044591226
Croatia,HR,HRV,1996,7784.2658588921
Croatia,HR,HRV,1995,7226.35292805261
Croatia,HR,HRV,1994,
Croatia,HR,HRV,1993,
Croatia,HR,HRV,1992,
Croatia,HR,HRV,1991,
Croatia,HR,HRV,1990,
Croatia,HR,HRV,1989,
Croatia,HR,HRV,1988,
Croatia,HR,HRV,1987,
Croatia,HR,HRV,1986,
Croatia,HR,HRV,1985,
Croatia,HR,HRV,1984,
Croatia,HR,HRV,1983,
Croatia,HR,HRV,1982,
Croatia,HR,HRV,1981,
Croatia,HR,HRV,1980,
Croatia,HR,HRV,1979,
Croatia,HR,HRV,1978,
Croatia,HR,HRV,1977,
Croatia,HR,HRV,1976,
Croatia,HR,HRV,1975,
Croatia,HR,HRV,1974,
Croatia,HR,HRV,1973,
Croatia,HR,HRV,1972,
Croatia,HR,HRV,1971,
Croatia,HR,HRV,1970,
Croatia,HR,HRV,1969,
Croatia,HR,HRV,1968,
Croatia,HR,HRV,1967,
Croatia,HR,HRV,1966,
Croatia,HR,HRV,1965,
Croatia,HR,HRV,1964,
Croatia,HR,HRV,1963,
Croatia,HR,HRV,1962,
Croatia,HR,HRV,1961,
Croatia,HR,HRV,1960,
Hungary,HU,HUN,2021,15518.7686622368
Hungary,HU,HUN,2020,14427.8188846629
Hungary,HU,HUN,2019,15082.6714945249
Hungary,HU,HUN,2018,14377.421963001
Hungary,HU,HUN,2017,13628.4044885706
Hungary,HU,HUN,2016,13035.3528590909
Hungary,HU,HUN,2015,12717.038597002
Hungary,HU,HUN,2014,12233.299367172
Hungary,HU,HUN,2013,11705.0092523564
Hungary,HU,HUN,2012,11466.1419094704
Hungary,HU,HUN,2011,11551.4989289342
Hungary,HU,HUN,2010,11307.7161991209
Hungary,HU,HUN,2009,11162.0559722742
Hungary,HU,HUN,2008,11932.0383995535
Hungary,HU,HUN,2007,11792.7712897392
Hungary,HU,HUN,2006,11741.9476769178
Hungary,HU,HUN,2005,11278.6160255559
Hungary,HU,HUN,2004,10792.7374278506
Hungary,HU,HUN,2003,10255.6101131603
Hungary,HU,HUN,2002,9825.94319858403
Hungary,HU,HUN,2001,9354.48075090137
Hungary,HU,HUN,2000,8967.69626924063
Hungary,HU,HUN,1999,8560.96909441129
Hungary,HU,HUN,1998,8282.39885965651
Hungary,HU,HUN,1997,7952.98313173573
Hungary,HU,HUN,1996,7695.11053742504
Hungary,HU,HUN,1995,7675.57817108924
Hungary,HU,HUN,1994,7552.40467422539
Hungary,HU,HUN,1993,7326.16050730217
Hungary,HU,HUN,1992,7360.21365612239
Hungary,HU,HUN,1991,7589.9019679997
Hungary,HU,HUN,1990,
Hungary,HU,HUN,1989,
Hungary,HU,HUN,1988,
Hungary,HU,HUN,1987,
Hungary,HU,HUN,1986,
Hungary,HU,HUN,1985,
Hungary,HU,HUN,1984,
Hungary,HU,HUN,1983,
Hungary,HU,HUN,1982,
Hungary,HU,HUN,1981,
Hungary,HU,HUN,1980,
Hungary,HU,HUN,1979,
Hungary,HU,HUN,1978,
Hungary,HU,HUN,1977,
Hungary,HU,HUN,1976,
Hungary,HU,HUN,1975,
Hungary,HU,HUN,1974,
Hungary,HU,HUN,1973,
Hungary,HU,HUN,1972,
Hungary,HU,HUN,1971,
Hungary,HU,HUN,1970,
Hungary,HU,HUN,1969,
Hungary,HU,HUN,1968,
Hungary,HU,HUN,1967,
Hungary,HU,HUN,1966,
Hungary,HU,HUN,1965,
Hungary,HU,HUN,1964,
Hungary,HU,HUN,1963,
Hungary,HU,HUN,1962,
Hungary,HU,HUN,1961,
Hungary,HU,HUN,1960,
Ireland,IE,IRL,2021,88966.6721604807
Ireland,IE,IRL,2020,79074.5401350894
Ireland,IE,IRL,2019,75239.3028933993
Ireland,IE,IRL,2018,72339.4218486536
Ireland,IE,IRL,2017,67486.2717956178
Ireland,IE,IRL,2016,62588.6682836096
Ireland,IE,IRL,2015,62053.9844381587
Ireland,IE,IRL,2014,50368.1377394965
Ireland,IE,IRL,2013,46698.5566546237
Ireland,IE,IRL,2012,46422.5257382515
Ireland,IE,IRL,2011,46622.2394918802
Ireland,IE,IRL,2010,46438.769693914
Ireland,IE,IRL,2009,45919.6827420934
Ireland,IE,IRL,2008,48879.2278726624
Ireland,IE,IRL,2007,52227.8955546037
Ireland,IE,IRL,2006,51049.0549651385
Ireland,IE,IRL,2005,49952.502935396
Ireland,IE,IRL,2004,48281.5083780917
Ireland,IE,IRL,2003,46046.6534802097
Ireland,IE,IRL,2002,45433.5788879325
Ireland,IE,IRL,2001,43631.696306926
Ireland,IE,IRL,2000,42098.2793673021
Ireland,IE,IRL,1999,38996.2066089031
Ireland,IE,IRL,1998,35681.1168207044
Ireland,IE,IRL,1997,33149.3348804669
Ireland,IE,IRL,1996,30159.3419045447
Ireland,IE,IRL,1995,28309.7756886634
Ireland,IE,IRL,1994,25954.7053539342
Ireland,IE,IRL,1993,24639.0371400531
Ireland,IE,IRL,1992,24113.2263065919
Ireland,IE,IRL,1991,23492.87181484
Ireland,IE,IRL,1990,23181.0178451808
Ireland,IE,IRL,1989,21389.6346044951
Ireland,IE,IRL,1988,20134.4451552417
Ireland,IE,IRL,1987,19054.3713554512
Ireland,IE,IRL,1986,18207.3228464281
Ireland,IE,IRL,1985,18293.9564825852
Ireland,IE,IRL,1984,17774.8018586909
Ireland,IE,IRL,1983,17138.9995303703
Ireland,IE,IRL,1982,17303.2084282793
Ireland,IE,IRL,1981,17077.6095597587
Ireland,IE,IRL,1980,16722.7039074546
Ireland,IE,IRL,1979,16410.9172264474
Ireland,IE,IRL,1978,16135.1809467811
Ireland,IE,IRL,1977,15268.4384965856
Ireland,IE,IRL,1976,14302.2213089581
Ireland,IE,IRL,1975,14319.9635783551
Ireland,IE,IRL,1974,13778.1457289524
Ireland,IE,IRL,1973,13435.905745907
Ireland,IE,IRL,1972,13037.578590583
Ireland,IE,IRL,1971,12426.3445028561
Ireland,IE,IRL,1970,12150.9495894984
Ireland,IE,IRL,1969,
Ireland,IE,IRL,1968,
Ireland,IE,IRL,1967,
Ireland,IE,IRL,1966,
Ireland,IE,IRL,1965,
Ireland,IE,IRL,1964,
Ireland,IE,IRL,1963,
Ireland,IE,IRL,1962,
Ireland,IE,IRL,1961,
Ireland,IE,IRL,1960,
Italy,IT,ITA,2021,31505.9489224989
Italy,IT,ITA,2020,29353.8154433028
Italy,IT,ITA,2019,32114.2998563994
Italy,IT,ITA,2018,31593.4802621599
Italy,IT,ITA,2017,31244.2270989224
Italy,IT,ITA,2016,30685.645898943
Italy,IT,ITA,2015,30242.3861352184
Italy,IT,ITA,2014,29979.9187217358
Italy,IT,ITA,2013,30257.6274259351
Italy,IT,ITA,2012,31184.5584255896
Italy,IT,ITA,2011,32229.4567910904
Italy,IT,ITA,2010,32058.1739940798
Italy,IT,ITA,2009,31615.2708145085
Italy,IT,ITA,2008,33530.3601449597
Italy,IT,ITA,2007,34081.0903298709
Italy,IT,ITA,2006,33751.7000191328
Italy,IT,ITA,2005,33257.7698032684
Italy,IT,ITA,2004,33150.4762169416
Italy,IT,ITA,2003,32897.3907788976
Italy,IT,ITA,2002,32998.2031900081
Italy,IT,ITA,2001,32963.6706090266
Italy,IT,ITA,2000,32350.9043668747
Italy,IT,ITA,1999,31184.6163874566
Italy,IT,ITA,1998,30690.911722108
Italy,IT,ITA,1997,30153.7751753268
Italy,IT,ITA,1996,29627.4869484224
Italy,IT,ITA,1995,29265.0890480926
Italy,IT,ITA,1994,28444.4102547741
Italy,IT,ITA,1993,27851.1213575016
Italy,IT,ITA,1992,28107.8590258445
Italy,IT,ITA,1991,27894.2427947176
Italy,IT,ITA,1990,27490.6320397627
Italy,IT,ITA,1989,26977.9326628205
Italy,IT,ITA,1988,26113.3555152329
Italy,IT,ITA,1987,25074.2673152936
Italy,IT,ITA,1986,24301.1433759903
Italy,IT,ITA,1985,23626.749268459
Italy,IT,ITA,1984,22990.2903298322
Italy,IT,ITA,1983,22276.812376138
Italy,IT,ITA,1982,22027.3545327407
Italy,IT,ITA,1981,21952.8848612744
Italy,IT,ITA,1980,21795.2545189366
Italy,IT,ITA,1979,21115.9194623778
Italy,IT,ITA,1978,19986.0625779522
Italy,IT,ITA,1977,19427.9110592648
Italy,IT,ITA,1976,19023.5041749574
Italy,IT,ITA,1975,17846.9745510807
Italy,IT,ITA,1974,18337.1605795574
Italy,IT,ITA,1973,17495.2850451837
Italy,IT,ITA,1972,16442.6579886459
Italy,IT,ITA,1971,15947.7220644908
Italy,IT,ITA,1970,15736.1836330101
Italy,IT,ITA,1969,15027.8574890736
Italy,IT,ITA,1968,14244.5254640873
Italy,IT,ITA,1967,13454.2758451242
Italy,IT,ITA,1966,12644.3213821948
Italy,IT,ITA,1965,12023.412717543
Italy,IT,ITA,1964,11741.379366874
Italy,IT,ITA,1963,11516.1767633618
Italy,IT,ITA,1962,10984.3106748981
Italy,IT,ITA,1961,10412.904836785
Italy,IT,ITA,1960,9687.64700624044
Lithuania,LT,LTU,2021,18233.7157800947
Lithuania,LT,LTU,2020,17241.3488235121
Lithuania,LT,LTU,2019,17249.7184431077
Lithuania,LT,LTU,2018,16443.5852875776
Lithuania,LT,LTU,2017,15661.9962536775
Lithuania,LT,LTU,2016,14810.2517786273
Lithuania,LT,LTU,2015,14263.9645773495
Lithuania,LT,LTU,2014,13850.0001271199
Lithuania,LT,LTU,2013,13262.3344620771
Lithuania,LT,LTU,2012,12678.6926859879
Lithuania,LT,LTU,2011,12046.7213858694
Lithuania,LT,LTU,2010,11106.9502145424
Lithuania,LT,LTU,2009,10699.7894581629
Lithuania,LT,LTU,2008,12425.3980999207
Lithuania,LT,LTU,2007,11984.9232941064
Lithuania,LT,LTU,2006,10659.4002106998
Lithuania,LT,LTU,2005,9766.48764716509
Lithuania,LT,LTU,2004,8919.08174949012
Lithuania,LT,LTU,2003,8275.80344758031
Lithuania,LT,LTU,2002,7424.39482424481
Lithuania,LT,LTU,2001,6899.23683441212
Lithuania,LT,LTU,2000,6423.42067622444
Lithuania,LT,LTU,1999,6151.08296362442
Lithuania,LT,LTU,1998,6178.1238213384
Lithuania,LT,LTU,1997,5706.89526075875
Lithuania,LT,LTU,1996,5230.26019154918
Lithuania,LT,LTU,1995,4936.0202154344
Lithuania,LT,LTU,1994,
Lithuania,LT,LTU,1993,
Lithuania,LT,LTU,1992,
Lithuania,LT,LTU,1991,
Lithuania,LT,LTU,1990,
Lithuania,LT,LTU,1989,
Lithuania,LT,LTU,1988,
Lithuania,LT,LTU,1987,
Lithuania,LT,LTU,1986,
Lithuania,LT,LTU,1985,
Lithuania,LT,LTU,1984,
Lithuania,LT,LTU,1983,
Lithuania,LT,LTU,1982,
Lithuania,LT,LTU,1981,
Lithuania,LT,LTU,1980,
Lithuania,LT,LTU,1979,
Lithuania,LT,LTU,1978,
Lithuania,LT,LTU,1977,
Lithuania,LT,LTU,1976,
Lithuania,LT,LTU,1975,
Lithuania,LT,LTU,1974,
Lithuania,LT,LTU,1973,
Lithuania,LT,LTU,1972,
Lithuania,LT,LTU,1971,
Lithuania,LT,LTU,1970,
Lithuania,LT,LTU,1969,
Lithuania,LT,LTU,1968,
Lithuania,LT,LTU,1967,
Lithuania,LT,LTU,1966,
Lithuania,LT,LTU,1965,
Lithuania,LT,LTU,1964,
Lithuania,LT,LTU,1963,
Lithuania,LT,LTU,1962,
Lithuania,LT,LTU,1961,
Lithuania,LT,LTU,1960,
Luxembourg,LU,LUX,2021,107792.189003826
Luxembourg,LU,LUX,2020,104128.242111037
Luxembourg,LU,LUX,2019,106729.024882424
Luxembourg,LU,LUX,2018,106376.783565763
Luxembourg,LU,LUX,2017,107142.127556443
Luxembourg,LU,LUX,2016,108351.452158933
Luxembourg,LU,LUX,2015,105462.012584423
Luxembourg,LU,LUX,2014,105583.937014123
Luxembourg,LU,LUX,2013,105338.956059283
Luxembourg,LU,LUX,2012,104487.744238704
Luxembourg,LU,LUX,2011,105290.249048827
Luxembourg,LU,LUX,2010,106544.057241723
Luxembourg,LU,LUX,2009,104574.349887682
Luxembourg,LU,LUX,2008,110094.792338745
Luxembourg,LU,LUX,2007,112417.878458001
Luxembourg,LU,LUX,2006,105614.179863952
Luxembourg,LU,LUX,2005,101222.045664401
Luxembourg,LU,LUX,2004,100292.568479162
Luxembourg,LU,LUX,2003,97597.9969176553
Luxembourg,LU,LUX,2002,96269.5793851216
Luxembourg,LU,LUX,2001,94243.7073233917
Luxembourg,LU,LUX,2000,92527.7118069642
Luxembourg,LU,LUX,1999,87695.33957586
Luxembourg,LU,LUX,1998,82170.2399212578
Luxembourg,LU,LUX,1997,77993.0585335828
Luxembourg,LU,LUX,1996,74916.5067672272
Luxembourg,LU,LUX,1995,74896.0965788046
Luxembourg,LU,LUX,1994,74883.1418537888
Luxembourg,LU,LUX,1993,73116.1946629406
Luxembourg,LU,LUX,1992,71116.9400892209
Luxembourg,LU,LUX,1991,70779.9729147771
Luxembourg,LU,LUX,1990,66027.0758007817
Luxembourg,LU,LUX,1989,63481.5847355331
Luxembourg,LU,LUX,1988,58381.7542558669
Luxembourg,LU,LUX,1987,54218.2753941324
Luxembourg,LU,LUX,1986,52496.6662006102
Luxembourg,LU,LUX,1985,47945.8483699444
Luxembourg,LU,LUX,1984,46733.9235529516
Luxembourg,LU,LUX,1983,44056.251468465
Luxembourg,LU,LUX,1982,42788.9485611364
Luxembourg,LU,LUX,1981,42345.0451531547
Luxembourg,LU,LUX,1980,42705.3385418472
Luxembourg,LU,LUX,1979,42500.2548997291
Luxembourg,LU,LUX,1978,41623.6010396531
Luxembourg,LU,LUX,1977,40065.6914169583
Luxembourg,LU,LUX,1976,39515.0353486263
Luxembourg,LU,LUX,1975,38729.5604581864
Luxembourg,LU,LUX,1974,41908.9752721689
Luxembourg,LU,LUX,1973,40742.7918500131
Luxembourg,LU,LUX,1972,38033.7401625331
Luxembourg,LU,LUX,1971,36114.9765484434
Luxembourg,LU,LUX,1970,35513.8009854427
Luxembourg,LU,LUX,1969,32125.4867875047
Luxembourg,LU,LUX,1968,29355.712798391
Luxembourg,LU,LUX,1967,28248.745242907
Luxembourg,LU,LUX,1966,28280.5166959382
Luxembourg,LU,LUX,1965,28173.2666499077
Luxembourg,LU,LUX,1964,28706.589612341
Luxembourg,LU,LUX,1963,26912.9549966405
Luxembourg,LU,LUX,1962,26289.9029024973
Luxembourg,LU,LUX,1961,26257.1661908152
Luxembourg,LU,LUX,1960,25520.1824340318
Latvia,LV,LVA,2021,16609.7227827866
Latvia,LV,LVA,2020,15826.4126578529
Latvia,LV,LVA,2019,16069.8404323203
Latvia,LV,LVA,2018,15558.6917797211
Latvia,LV,LVA,2017,14845.3348946383
Latvia,LV,LVA,2016,14242.5726741319
Latvia,LV,LVA,2015,13786.4567953114
Latvia,LV,LVA,2014,13162.6545599056
Latvia,LV,LVA,2013,12795.8782909892
Latvia,LV,LVA,2012,12410.3652614992
Latvia,LV,LVA,2011,11450.9767983716
Latvia,LV,LVA,2010,10962.2315251539
Latvia,LV,LVA,2009,11237.1089285212
Latvia,LV,LVA,2008,12891.4423439709
Latvia,LV,LVA,2007,13185.0693240034
Latvia,LV,LVA,2006,11895.2750583575
Latvia,LV,LVA,2005,10526.4522506693
Latvia,LV,LVA,2004,9405.06172211095
Latvia,LV,LVA,2003,8591.26791254397
Latvia,LV,LVA,2002,7847.64536792469
Latvia,LV,LVA,2001,7243.56297995178
Latvia,LV,LVA,2000,6725.33754041856
Latvia,LV,LVA,1999,6303.07485521062
Latvia,LV,LVA,1998,6084.28501085339
Latvia,LV,LVA,1997,5668.0600072591
Latvia,LV,LVA,1996,5156.19509655969
Latvia,LV,LVA,1995,4969.82307985825
Latvia,LV,LVA,1994,
Latvia,LV,LVA,1993,
Latvia,LV,LVA,1992,
Latvia,LV,LVA,1991,
Latvia,LV,LVA,1990,
Latvia,LV,LVA,1989,
Latvia,LV,LVA,1988,
Latvia,LV,LVA,1987,
Latvia,LV,LVA,1986,
Latvia,LV,LVA,1985,
Latvia,LV,LVA,1984,
Latvia,LV,LVA,1983,
Latvia,LV,LVA,1982,
Latvia,LV,LVA,1981,
Latvia,LV,LVA,1980,
Latvia,LV,LVA,1979,
Latvia,LV,LVA,1978,
Latvia,LV,LVA,1977,
Latvia,LV,LVA,1976,
Latvia,LV,LVA,1975,
Latvia,LV,LVA,1974,
Latvia,LV,LVA,1973,
Latvia,LV,LVA,1972,
Latvia,LV,LVA,1971,
Latvia,LV,LVA,1970,
Latvia,LV,LVA,1969,
Latvia,LV,LVA,1968,
Latvia,LV,LVA,1967,
Latvia,LV,LVA,1966,
Latvia,LV,LVA,1965,
Latvia,LV,LVA,1964,
Latvia,LV,LVA,1963,
Latvia,LV,LVA,1962,
Latvia,LV,LVA,1961,
Latvia,LV,LVA,1960,
Malta,MT,MLT,2021,27891.1282698574
Malta,MT,MLT,2020,25444.3392976941
Malta,MT,MLT,2019,28375.2709332443
Malta,MT,MLT,2018,27864.2011519772
Malta,MT,MLT,2017,27177.8003836611
Malta,MT,MLT,2016,25181.2589891115
Malta,MT,MLT,2015,24921.5790015791
Malta,MT,MLT,2014,23286.100386101
Malta,MT,MLT,2013,22071.0316097563
Malta,MT,MLT,2012,21221.633414091
Malta,MT,MLT,2011,20566.266064771
Malta,MT,MLT,2010,20557.7649608427
Malta,MT,MLT,2009,19573.8970037959
Malta,MT,MLT,2008,19948.0562567015
Malta,MT,MLT,2007,19338.4620047923
Malta,MT,MLT,2006,18521.555034809
Malta,MT,MLT,2005,18133.9086645252
Malta,MT,MLT,2004,17652.6287625179
Malta,MT,MLT,2003,17746.8134856495
Malta,MT,MLT,2002,17164.5434218266
Malta,MT,MLT,2001,16860.5045795096
Malta,MT,MLT,2000,17189.5641139157
Malta,MT,MLT,1999,14455.7006016678
Malta,MT,MLT,1998,13886.2307277665
Malta,MT,MLT,1997,13295.3116471943
Malta,MT,MLT,1996,12727.2426701278
Malta,MT,MLT,1995,12344.7715588185
Malta,MT,MLT,1994,11689.7136598279
Malta,MT,MLT,1993,11168.4172365217
Malta,MT,MLT,1992,10796.7461341621
Malta,MT,MLT,1991,10419.915060919
Malta,MT,MLT,1990,10074.2643900301
Malta,MT,MLT,1989,9571.14765900679
Malta,MT,MLT,1988,8934.03387058764
Malta,MT,MLT,1987,8308.58386909803
Malta,MT,MLT,1986,8035.68675557915
Malta,MT,MLT,1985,7865.49354458262
Malta,MT,MLT,1984,7803.15786018051
Malta,MT,MLT,1983,7731.92344363775
Malta,MT,MLT,1982,7889.99273559924
Malta,MT,MLT,1981,7881.02123807915
Malta,MT,MLT,1980,7684.68855353562
Malta,MT,MLT,1979,7254.28801951013
Malta,MT,MLT,1978,6632.40138233093
Malta,MT,MLT,1977,6028.90437860294
Malta,MT,MLT,1976,5395.13351900557
Malta,MT,MLT,1975,4634.072695004
Malta,MT,MLT,1974,3904.5057673287
Malta,MT,MLT,1973,3545.98104965377
Malta,MT,MLT,1972,3401.99843957142
Malta,MT,MLT,1971,3211.6803276961
Malta,MT,MLT,1970,3135.27155710562
Malta,MT,MLT,1969,
Malta,MT,MLT,1968,
Malta,MT,MLT,1967,
Malta,MT,MLT,1966,
Malta,MT,MLT,1965,
Malta,MT,MLT,1964,
Malta,MT,MLT,1963,
Malta,MT,MLT,1962,
Malta,MT,MLT,1961,
Malta,MT,MLT,1960,
Netherlands,NL,NLD,2021,48301.528960019
Netherlands,NL,NLD,2020,46303.21886247
Netherlands,NL,NLD,2019,48443.7320540283
Netherlands,NL,NLD,2018,47826.8191172843
Netherlands,NL,NLD,2017,46997.3454541962
Netherlands,NL,NLD,2016,45938.7850440865
Netherlands,NL,NLD,2015,45193.4032187971
Netherlands,NL,NLD,2014,44521.8945390276
Netherlands,NL,NLD,2013,44055.3042590473
Netherlands,NL,NLD,2012,44242.9735261304
Netherlands,NL,NLD,2011,44869.3129413094
Netherlands,NL,NLD,2010,44390.5044098134
Netherlands,NL,NLD,2009,44027.6025577706
Netherlands,NL,NLD,2008,45939.1481987846
Netherlands,NL,NLD,2007,45138.678436798
Netherlands,NL,NLD,2006,43592.3027449221
Netherlands,NL,NLD,2005,42201.7754133082
Netherlands,NL,NLD,2004,41450.4042697266
Netherlands,NL,NLD,2003,40785.1222216206
Netherlands,NL,NLD,2002,40914.3255026768
Netherlands,NL,NLD,2001,41087.042173269
Netherlands,NL,NLD,2000,40456.9422374474
Netherlands,NL,NLD,1999,39106.3881617199
Netherlands,NL,NLD,1998,37480.7094477732
Netherlands,NL,NLD,1997,36032.0402458477
Netherlands,NL,NLD,1996,34715.1616306125
Netherlands,NL,NLD,1995,33696.7438281983
Netherlands,NL,NLD,1994,32840.2781037327
Netherlands,NL,NLD,1993,32088.7065995431
Netherlands,NL,NLD,1992,31911.8353719116
Netherlands,NL,NLD,1991,31614.6528926889
Netherlands,NL,NLD,1990,31106.0519601296
Netherlands,NL,NLD,1989,30063.370768457
Netherlands,NL,NLD,1988,28964.021267438
Netherlands,NL,NLD,1987,28181.9596469492
Netherlands,NL,NLD,1986,27823.9996673834
Netherlands,NL,NLD,1985,27220.2194444849
Netherlands,NL,NLD,1984,26659.5857351025
Netherlands,NL,NLD,1983,25970.4838777274
Netherlands,NL,NLD,1982,25540.479624977
Netherlands,NL,NLD,1981,25980.218223968
Netherlands,NL,NLD,1980,26365.6719647464
Netherlands,NL,NLD,1979,26223.246165217
Netherlands,NL,NLD,1978,25883.5490958627
Netherlands,NL,NLD,1977,25359.5365872642
Netherlands,NL,NLD,1976,24883.6038328871
Netherlands,NL,NLD,1975,24009.7580066512
Netherlands,NL,NLD,1974,24224.2438208069
Netherlands,NL,NLD,1973,23603.1814835262
Netherlands,NL,NLD,1972,22570.480652863
Netherlands,NL,NLD,1971,22021.6476367213
Netherlands,NL,NLD,1970,21362.8476594376
Netherlands,NL,NLD,1969,20377.9237628864
Netherlands,NL,NLD,1968,19369.888243145
Netherlands,NL,NLD,1967,18392.0436779347
Netherlands,NL,NLD,1966,17668.7259509897
Netherlands,NL,NLD,1965,17423.2548724934
Netherlands,NL,NLD,1964,16258.8023709137
Netherlands,NL,NLD,1963,15218.4581936088
Netherlands,NL,NLD,1962,14885.5239013739
Netherlands,NL,NLD,1961,14131.9601777754
Netherlands,NL,NLD,1960,14276.8700623396
Poland,PL,POL,2021,15850.2855122104
Poland,PL,POL,2020,14774.989199307
Poland,PL,POL,2019,15053.2323676784
Poland,PL,POL,2018,14408.384388723
Poland,PL,POL,2017,13599.8180191148
Poland,PL,POL,2016,12936.5732568387
Poland,PL,POL,2015,12560.051419682
Poland,PL,POL,2014,12024.6095070994
Poland,PL,POL,2013,11571.6148487478
